route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2934,1,470877,14 Grange,,0,19654,9252,1,1
2934,1,470876,14 Grange,,0,19654,9252,1,1
2934,1,470875,14 Grange,,0,19654,9252,1,1
2934,1,470874,14 Grange,,0,19654,9252,1,1
2934,1,470873,14 Grange,,0,19654,9252,1,1
2934,1,470872,14 Grange,,0,19654,9252,1,1
2934,1,470871,14 Grange,,0,19654,9252,1,1
2934,1,470870,14 Grange,,0,19654,9252,1,1
2934,1,470869,14 Grange,,0,19654,9252,1,1
2934,1,470868,14 Grange,,0,19654,9252,1,1
2934,1,470867,14 Grange,,0,19654,9252,1,1
2934,1,470866,14 Grange,,0,19654,9252,1,1
2934,1,470865,14 Grange,,0,19654,9252,1,1
2934,1,470864,14 Grange,,0,19654,9252,1,1
2934,1,470863,14 Grange,,0,19654,9252,1,1
2934,1,470862,14 Grange,,0,19654,9252,1,1
2934,1,470861,14 Grange,,0,19654,9252,1,1
2934,1,470860,14 Grange,,0,19654,9252,1,1
2934,1,470859,14 Grange,,0,19654,9252,1,1
2934,1,470858,14 Grange,,0,19654,9252,1,1
2934,1,470857,14 Grange,,0,19654,9252,1,1
2934,1,470856,14 Grange,,0,19654,9252,1,1
2934,1,470855,14 Grange,,0,19654,9252,1,1
2934,1,470854,14 Grange,,0,19654,9252,1,1
2934,1,470853,14 Grange,,0,19654,9252,1,1
2934,1,470852,14 Grange,,0,19654,9252,1,1
2934,1,470851,14 Grange,,0,19654,9252,1,1
2934,1,470850,14 Grange,,0,19654,9252,1,1
2934,1,470849,14 Grange,,0,19654,9252,1,1
2934,1,470848,14 Grange,,0,19654,9252,1,1
2934,1,470847,14 Grange,,0,19654,9252,1,1
2934,1,470846,14 Grange,,0,19654,9252,1,1
2934,1,470845,14 Grange,,0,19654,9252,1,1
2934,1,470844,14 Grange,,0,19654,9252,1,1
2934,1,470843,14 Grange,,0,19654,9252,1,1
2934,1,470881,14 Grange,,1,19654,9253,1,1
2934,1,470882,14 Grange,,1,19654,9253,1,1
2934,1,470883,14 Grange,,1,19654,9253,1,1
2934,1,470884,14 Grange,,1,19654,9253,1,1
2934,1,470885,14 Grange,,1,19654,9253,1,1
2934,1,470886,14 Grange,,1,19654,9253,1,1
2934,1,470887,14 Grange,,1,19654,9253,1,1
2934,1,470888,14 Grange,,1,19654,9253,1,1
2934,1,470889,14 Grange,,1,19654,9253,1,1
2934,1,470890,14 Grange,,1,19654,9253,1,1
2934,1,470891,14 Grange,,1,19654,9253,1,1
2934,1,470892,14 Grange,,1,19654,9253,1,1
2934,1,470893,14 Grange,,1,19654,9253,1,1
2934,1,470894,14 Grange,,1,19654,9253,1,1
2934,1,470895,14 Grange,,1,19654,9253,1,1
2934,1,470896,14 Grange,,1,19654,9253,1,1
2934,1,470897,14 Grange,,1,19654,9253,1,1
2934,1,470898,14 Grange,,1,19654,9253,1,1
2934,1,470899,14 Grange,,1,19654,9253,1,1
2934,1,470900,14 Grange,,1,19654,9253,1,1
2934,1,470901,14 Grange,,1,19654,9253,1,1
2934,1,470902,14 Grange,,1,19654,9253,1,1
2934,1,470903,14 Grange,,1,19654,9253,1,1
2934,1,470904,14 Grange,,1,19654,9253,1,1
2934,1,470905,14 Grange,,1,19654,9253,1,1
2934,1,470906,14 Grange,,1,19654,9253,1,1
2934,1,470907,14 Grange,,1,19654,9253,1,1
2934,1,470908,14 Grange,,1,19654,9253,1,1
2934,1,470909,14 Grange,,1,19654,9253,1,1
2934,1,470910,14 Grange,,1,19654,9253,1,1
2934,1,470911,14 Grange,,1,19654,9253,1,1
2934,1,470912,14 Grange,,1,19654,9253,1,1
2934,1,470913,14 Grange,,1,19654,9253,1,1
2934,1,470914,14 Grange,,1,19654,9253,1,1
2934,1,470915,14 Grange,,1,19654,9253,1,1
2934,1,470916,14 Grange,,1,19654,9253,1,1
2934,1,470917,14 Grange,,1,19654,9253,1,1
2934,1,470918,14 Grange,,1,19654,9253,1,1
2935,1,471099,15 College,,0,19658,9254,1,1
2935,1,471100,15 College,,0,19657,9254,1,1
2935,1,471101,15 College,,0,19658,9254,1,1
2935,1,471102,15 College,,0,19657,9254,1,1
2935,1,471103,15 College,,0,19658,9254,1,1
2935,1,471104,15 College,,0,19657,9254,1,1
2935,1,471105,15 College,,0,19658,9254,1,1
2935,1,471106,15 College,,0,19657,9254,1,1
2935,1,471107,15 College,,0,19658,9254,1,1
2935,1,471108,15 College,,0,19657,9254,1,1
2935,1,471109,15 College,,0,19658,9254,1,1
2935,1,471110,15 College,,0,19657,9254,1,1
2935,1,471111,15 College,,0,19658,9254,1,1
2935,1,471112,15 College,,0,19657,9254,1,1
